File name,Class,Number of faces,Number of vertices,Type of faces,Bounding box
D00028,FloorLamp,11996,6029,[3],[-0.51165048  0.85731244 -0.27284863  0.45327542 -0.35676315  0.36931249]
D00093,FloorLamp,20486,10299,[3],[-0.5702685   0.5233625  -0.57244387  0.51972387 -0.53369225  1.02477375]
D00228,FloorLamp,11376,5694,[3],[-0.6532709   0.89578758 -0.50071262  0.52388563 -0.51297985  0.51165193]
D00388,FloorLamp,20188,10456,[3],[-0.49489322  0.97577544 -0.640887    0.65564387 -0.66499644  0.6317575 ]
D00408,FloorLamp,24763,12627,[3],[-0.61402225  0.92313613 -0.63135838  0.65997237 -0.63985488  0.63660788]
D00447,FloorLamp,24670,12350,[3],[-0.96273637  0.62176125 -0.67021663  0.66450562 -0.66166319  0.67362131]
D00495,FloorLamp,17923,9000,[3],[-0.87151903  0.40065189 -0.51465505  0.35472469 -0.30992773  0.35984037]
D00740,FloorLamp,12644,6330,[3],[-0.75938416  0.80099427 -0.50402581  0.48785256 -0.49818025  0.49441895]
D00856,FloorLamp,19736,9872,[3],[-0.796809    0.76707587 -0.5635185   0.44384288 -0.48138063  0.52451362]
D00888,FloorLamp,23710,11859,[3],[-0.88157222  0.82527488 -0.33383807  0.58978255 -0.47370337  0.45726019]
D00981,FloorLamp,22181,11216,[3],[-0.46157002  1.01713219 -0.54089805  0.33986113 -0.42809173  0.4540186 ]
m617,FloorLamp,19882,9967,[3],[0.02608719 0.38078875 0.025      0.97446282 0.02608694 0.41609488]
m618,FloorLamp,13436,6724,[3],[0.02649025 0.13273283 0.02502494 0.97129636 0.02649003 0.13273213]
m619,FloorLamp,12240,6133,[3],[0.02685969 0.17238531 0.025      0.97396677 0.02685969 0.17238531]
m621,FloorLamp,13004,6538,[3],[0.02758206 0.13930692 0.02525228 0.97453659 0.02902421 0.14263849]
m622,FloorLamp,28200,14114,[3],[0.03070669 0.09351231 0.02631377 0.97465735 0.03109432 0.19627255]
m623,FloorLamp,15250,7640,[3],[0.07086236 0.23894287 0.02502156 0.956937   0.05502009 0.21996885]
m624,FloorLamp,11560,5788,[3],[0.03216035 0.16399333 0.02995385 0.956731   0.03037079 0.36483386]
D00225,Glasses,17186,8669,[3],[-0.53738147  0.67718564 -0.53206892  0.62081114 -0.16763598  0.12976388]
D00432,Glasses,13654,6998,[3],[-0.80543856  0.7393732  -1.05252976  0.45436368 -0.18003845  0.08961245]
D00475,Glasses,20808,10424,[3],[-0.80052397  0.309909   -0.58643271  0.39149491 -0.10881166  0.2575025 ]
D00560,Glasses,21296,10696,[3],[-0.61235525  0.62844675 -0.44987493  0.64260925 -0.19569138  0.10195645]
D00630,Glasses,15108,7618,[3],[-0.66239575  0.42561834 -0.78237287  0.28214656 -0.240811    0.14166638]
D00656,Glasses,12093,6636,[3],[-0.68564075  0.71644316 -0.56292992  0.83217623 -0.16318968  0.18073949]
D00717,Glasses,11958,6003,[3],[-0.71704369  0.520139   -0.35612275  0.84639703 -0.23204921  0.19029862]
D00730,Glasses,12490,6251,[3],[-0.4831645   0.6484885  -0.86661596  0.3799945  -0.12714722  0.09877866]
D00813,Glasses,15578,7811,[3],[-0.59283839  0.64803398 -0.43819344  0.63069035 -0.21461828  0.23162359]
D00877,Glasses,13206,6810,[3],[-0.79893205  0.59878925 -0.65628848  0.65257352 -0.26095893  0.1410858 ]
D00883,Glasses,10508,5334,[3],[-0.85306165  0.5012975  -0.29206588  1.06776456 -0.05575831  0.15292312]
D00937,Glasses,10228,5116,[3],[-0.52040844  0.74899049 -0.38148161  0.84998472 -0.14688426  0.10358313]
D00994,Glasses,10898,5498,[3],[-0.737542    0.30913113 -0.99483111  0.25347175 -0.12212338  0.1375475 ]
D00023,Guitar,12085,6192,[3],[-0.79525625  0.74964862 -0.2589855   0.27205713 -0.05324     0.1067795 ]
D00097,Guitar,10478,5285,[3],[-0.72433801  0.79296894 -0.20088552  0.23577061 -0.11731857  0.02315424]
D00124,Guitar,12092,6308,[3],[-0.66076399  0.8323787  -0.21553926  0.25203065 -0.04509616  0.04946525]
D00222,Guitar,15954,8049,[3],[-0.8013741   0.97262107 -0.31706201  0.29042572 -0.11990788  0.08954155]
D00374,Guitar,17826,9131,[3],[-1.03875297  0.46197697 -0.22217675  0.20238153 -0.08162386  0.08372378]
D00414,Guitar,12805,6912,[3],[-0.85528577  0.77549931 -0.18284047  0.321411   -0.14513135  0.09305291]
D00416,Guitar,18445,9576,[3],[-0.87145438  0.58745112 -0.28777263  0.28199713 -0.09256212  0.05440169]
D00464,Guitar,12821,6693,[3],[-0.84370387  0.69720917 -0.23843474  0.40989012 -0.1401415   0.11012598]
D00534,Guitar,21699,10966,[3],[-0.72485624  0.71884621 -0.23784754  0.22603082 -0.0803718   0.07679175]
D00645,Guitar,13584,6875,[3],[-1.03978579  0.42938507 -0.21064543  0.30929327 -0.07189262  0.06016762]
D00103,Gun,17986,9020,[3],[-0.79027492  0.77223656 -0.44794776  0.43161499 -0.09441875  0.14849577]
D00140,Gun,17296,8765,[3],[-1.016155    0.825516   -0.3287638   0.3288995  -0.12534381  0.10672513]
D00153,Gun,16750,8387,[3],[-0.76538482  0.9688403  -0.43175618  0.3526645  -0.10526227  0.09897723]
D00161,Gun,21410,10721,[3],[-0.68506284  0.99666851 -0.44609191  0.48646138 -0.14906447  0.09984325]
D00209,Gun,15678,7880,[3],[-1.01094625  0.68138087 -0.57741187  0.35754238 -0.1671446   0.17762173]
D00239,Gun,10620,5317,[3],[-0.64416863  1.01191664 -0.2601155   0.21992638 -0.05588803  0.06386213]
D00244,Gun,25148,12602,[3],[-0.72032432  0.99161183 -0.40495067  0.52620203 -0.164384    0.1204911 ]
D00282,Gun,15603,7848,[3],[-1.07878673  0.77746269 -0.26777937  0.45406936 -0.13120675  0.16414413]
D00368,Gun,18750,9391,[3],[-0.88940894  1.00228523 -0.54022737  0.48016788 -0.14055042  0.15451327]
D00477,Gun,15262,7898,[3],[-0.88705649  0.96680544 -0.14154207  0.25365819 -0.06879886  0.04027336]
D00606,Gun,16622,8319,[3],[-0.7354525   1.06915    -0.399788    0.70191437 -0.22035891  0.12110838]
D00802,Gun,17138,8587,[3],[-0.48336665  0.97729552 -0.31012432  0.2839333  -0.08731492  0.06180038]
D00929,Gun,11964,6020,[3],[-0.79801056  0.99903531 -0.54037906  0.59269569 -0.1050711   0.06621856]
m648,Gun,15108,7578,[3],[0.02624632 0.95637366 0.02525532 0.61197094 0.02515842 0.12696236]
m649,Gun,16525,8723,[3],[0.02563571 0.95020725 0.02720651 0.68122145 0.02596805 0.13779454]
m650,Gun,25784,13571,[3],[0.03097829 0.97133384 0.02775555 0.65960372 0.02534608 0.15684244]
m651,Gun,21270,10793,[3],[0.03215675 0.26369186 0.02868953 0.63450874 0.025      0.975     ]
m653,Gun,17574,8799,[3],[0.06099202 0.9724805  0.02634394 0.45681222 0.02840348 0.16386014]
m654,Gun,14852,7446,[3],[0.03489707 0.96569609 0.0266896  0.55122732 0.025      0.114499  ]
m655,Gun,18585,9310,[3],[0.02576351 0.14764901 0.030753   0.56806684 0.02733395 0.97349186]
m658,Gun,25720,12890,[3],[0.02546687 0.18948413 0.05945245 0.6148876  0.02892507 0.96604471]
m659,Gun,15835,7996,[3],[0.03045196 0.97449887 0.02561566 0.49235708 0.02576641 0.16453752]
m660,Gun,15739,8368,[3],[0.02573119 0.15641922 0.02661273 0.52307691 0.0335086  0.95768742]
m661,Gun,22867,11528,[3],[0.04049757 0.96673898 0.03079871 0.14939977 0.02797512 0.5417208 ]
m662,Gun,10468,5308,[3],[0.02945095 0.97322854 0.02511068 0.15553516 0.04038961 0.95566673]
m663,Gun,11314,5708,[3],[0.03558831 0.974922   0.02524421 0.13921832 0.02689933 0.55636317]
m664,Gun,19336,9684,[3],[0.025      0.97096412 0.0291395  0.7211805  0.025219   0.19891463]
m665,Gun,10556,5442,[3],[0.025      0.184942   0.02528425 0.68555725 0.02628845 0.975     ]
m667,Gun,12623,6388,[3],[0.02729133 0.11218245 0.02738106 0.42019698 0.0341216  0.97273382]
m668,Gun,14232,7321,[3],[0.02539126 0.09508009 0.02584902 0.30321866 0.02516397 0.95960538]
m669,Gun,13187,6814,[3],[0.02655579 0.09951275 0.03162655 0.16360525 0.02654307 0.96125147]
m670,Gun,11568,5800,[3],[0.025578 0.969903 0.025    0.331444 0.025    0.071794]
m671,Gun,11630,5859,[3],[0.0252435  0.07464834 0.02534703 0.23638186 0.02568598 0.975     ]
m672,Gun,15410,7719,[3],[0.02540313 0.06810776 0.04615736 0.23661328 0.04001445 0.96199263]
m675,Gun,11208,5754,[3],[0.03490923 0.975      0.04502187 0.27288954 0.03210446 0.10713326]
m676,Gun,13494,6788,[3],[0.02575341 0.19335477 0.02924387 0.26844938 0.02654704 0.95879479]
m677,Gun,13409,6727,[3],[0.02586446 0.953885   0.02594628 0.147214   0.02504701 0.06025369]
m678,Gun,17783,9080,[3],[0.02718376 0.06615568 0.02740738 0.21097493 0.02727878 0.97335816]
m679,Gun,15306,7922,[3],[0.02504373 0.07809222 0.02695222 0.24297621 0.02588838 0.975     ]
m680,Gun,10163,5179,[3],[0.02524168 0.05777352 0.02559941 0.11739494 0.02545937 0.97498375]
m681,Gun,14579,7357,[3],[0.04170303 0.9734102  0.02798374 0.08295126 0.02823179 0.27929531]
m682,Gun,18501,9395,[3],[0.02628858 0.9748655  0.02800027 0.08773817 0.0299759  0.2855735 ]
m683,Gun,13757,6925,[3],[0.02905206 0.18228576 0.02721226 0.09162513 0.03151703 0.9560111 ]
m685,Gun,19006,9515,[3],[0.02613614 0.18695    0.03491973 0.33546279 0.03856433 0.97361882]
m686,Gun,15870,8383,[3],[0.02660845 0.97148955 0.02689068 0.10579986 0.02607691 0.25466645]
D01022,Hand,18700,9352,[3],[0.03208512 0.96978416 0.03073461 0.38468431 0.02951746 0.50705684]
D01024,Hand,13020,6522,[3],[0.04562402 0.77429073 0.0566194  0.95157552 0.03979913 0.3859443 ]
D01041,Hand,10774,5584,[3],[0.02650227 0.4630795  0.02744189 0.97158259 0.02651442 0.53121463]
D01060,Hand,10684,5539,[3],[0.02907543 0.42536611 0.0263499  0.97158137 0.026529   0.52304138]
D01074,Hand,13096,6553,[3],[0.02771101 0.37840095 0.02771718 0.97461578 0.02888294 0.56048928]
D01106,Hand,10090,5074,[3],[0.02544701 0.19030138 0.02535874 0.13474363 0.02551411 0.97452319]
D01118,Hand,11508,5756,[3],[0.02601814 0.57149213 0.02615995 0.344563   0.04202394 0.97341163]
D01162,Hand,34192,17098,[3],[0.02855835 0.85453658 0.02662269 0.7807054  0.02883909 0.97226561]
D01170,Hand,11316,5660,[3],[0.02595369 0.488401   0.02621463 0.36359438 0.03451986 0.97338519]
D01193,Hand,12204,6104,[3],[0.04303418 0.76728756 0.02807888 0.38424453 0.04012966 0.96664903]
D01198,Hand,10092,5048,[3],[0.02524675 0.2454001  0.02886991 0.17867963 0.02865915 0.97431812]
m325,Hand,10774,5584,[3],[0.0265025  0.4630795  0.02744175 0.97158259 0.02651437 0.53121463]
m326,Hand,10684,5539,[3],[0.02907544 0.42536611 0.02634985 0.97158137 0.02652894 0.52304138]
m327,Hand,12204,6104,[3],[0.04303419 0.76728756 0.02807871 0.38424453 0.04012963 0.96664903]
m330,Hand,18700,9352,[3],[0.03208516 0.96978416 0.03073455 0.38468431 0.02951735 0.50705684]
m331,Hand,13096,6553,[3],[0.02771082 0.37840095 0.0277172  0.97461578 0.02888281 0.56048928]
m332,Hand,34192,17098,[3],[0.02855831 0.85453658 0.02662264 0.7807054  0.02883905 0.97226561]
m333,Hand,27624,13814,[3],[0.02722191 0.90398898 0.02639488 0.66189429 0.03438023 0.96981539]
m334,Hand,13020,6522,[3],[0.04562406 0.77429073 0.0566196  0.95157552 0.03979902 0.3859443 ]
m336,Hand,11508,5756,[3],[0.026018   0.57149213 0.02616    0.344563   0.042024   0.97341163]
m337,Hand,10092,5048,[3],[0.02524673 0.2454001  0.02887    0.17867963 0.028659   0.97431812]
m338,Hand,11316,5660,[3],[0.02595363 0.488401   0.02621464 0.36359438 0.03451957 0.97338519]
m339,Hand,10090,5074,[3],[0.025447   0.19030138 0.02535872 0.13474363 0.02551412 0.97452319]
m1627,Hat,17576,8798,[3],[0.03124819 0.96866727 0.02841128 0.45427657 0.03159601 0.68952986]
m1628,Hat,19386,10367,[3],[0.02655285 0.7892395  0.02584881 0.55546311 0.02690741 0.97309097]
m1629,Hat,14675,7637,[3],[0.02603862 0.72943275 0.02586344 0.4469265  0.026318   0.97395287]
m1630,Hat,14786,7395,[3],[0.03152509 0.88663333 0.03545394 0.44213946 0.03397767 0.96508869]
m1631,Hat,11545,6364,[3],[0.02719337 0.85226769 0.02592362 0.48544275 0.0265935  0.97295831]
m1632,Hat,34090,17096,[3],[0.03124882 0.85637152 0.03580453 0.78983492 0.03162573 0.97213141]
m1633,Hat,25570,12995,[3],[0.02620922 0.50541306 0.02803737 0.8483528  0.0268161  0.97194327]
m1636,Hat,11426,5715,[3],[0.03869856 0.88001382 0.04008361 0.89038914 0.04543465 0.96104426]
m1637,Hat,30466,15235,[3],[0.02913378 0.78056136 0.02843249 0.67795475 0.03109872 0.96828614]
m1639,Hat,15308,7715,[3],[0.03502027 0.654618   0.03106982 0.97174475 0.03318275 0.88195225]
m1640,Hat,31364,15684,[3],[0.02725266 0.72567514 0.02792687 0.70041456 0.02833316 0.96786805]
m1641,Hat,30408,15210,[3],[0.03016765 0.5529719  0.0284836  0.97032703 0.02796435 0.76978628]
D00191,Helicopter,15311,8163,[3],[-0.91554739  0.673544   -0.55038213  0.65814387 -0.256921    0.32385975]
D00423,Helicopter,12242,6149,[3],[-1.04274042  0.53912088 -0.53632753  0.59348507 -0.16994516  0.28372662]
D00470,Helicopter,14129,7189,[3],[-1.02706785  0.73135236 -0.44201209  0.77644609 -0.43012086  0.20227494]
D00473,Helicopter,15005,8128,[3],[-0.94784975  0.735834   -0.50499763  0.35873444 -0.80100925  0.566211  ]
D00498,Helicopter,10272,5769,[3],[-1.046815    0.71218075 -0.50406125  0.53360225 -0.1835055   0.295576  ]
D00502,Helicopter,15530,8008,[3],[-1.04236375  0.87226734 -0.30969962  0.2720466  -0.65290429  0.59051935]
D00658,Helicopter,8823,5009,[3],[-0.72955838  1.08262625 -0.53524037  0.8310629  -0.32357584  0.24706363]
D00796,Helicopter,20178,10127,[3],[-0.70025399  0.78988254 -0.82916623  0.8788629  -0.3057486   0.23675573]
D00820,Helicopter,9008,5398,[3],[-0.59550612  0.83221775 -0.54778151  0.47147884 -0.239833    0.25983215]
D00868,Helicopter,10405,5341,[3],[-0.61226621  1.00801019 -0.59537602  0.6543413  -0.13583125  0.17428686]
D00986,Helicopter,16904,8634,[3],[-0.78087803  0.95646155 -0.47153312  0.73216716 -0.12158966  0.17136991]
D00991,Helicopter,13093,6975,[3],[-1.03137694  0.63292193 -0.29349884  0.53257641 -0.25045461  0.37849863]
m1302,Helicopter,11610,6052,[3],[0.02528719 0.21159784 0.0254077  0.2876337  0.03283265 0.95711172]
m1304,Helicopter,18650,9363,[3],[0.02537638 0.26612962 0.02525561 0.37287674 0.03815592 0.97338976]
m1309,Helicopter,12960,6970,[3],[0.02709593 0.97150397 0.02510107 0.26251537 0.03244595 0.64506747]
m1310,Helicopter,12098,6079,[3],[0.07299452 0.72764453 0.02525215 0.28451671 0.04202941 0.93061475]
m1311,Helicopter,15310,7657,[3],[0.04999876 0.82700065 0.02517265 0.20348314 0.03261578 0.95132754]
m1312,Helicopter,20246,10161,[3],[0.0557048  0.9442952  0.02601984 0.30314832 0.05054487 0.81795668]
m1313,Helicopter,23752,12060,[3],[0.03276233 0.80188129 0.025      0.975      0.02508581 0.28516934]
m1314,Helicopter,9710,5066,[3],[0.02524275 0.975      0.025      0.767999   0.02512038 0.39061788]
m1315,Helicopter,19130,9685,[3],[0.025      0.74976016 0.025      0.975      0.02814866 0.21717491]
m1316,Helicopter,16531,8563,[3],[0.025      0.975      0.025      0.56999455 0.02659474 0.2582078 ]
m1317,Helicopter,17154,8761,[3],[0.025      0.975      0.025      0.669317   0.02551898 0.22239678]
m1318,Helicopter,11200,5777,[3],[0.025      0.97078994 0.025      0.75913    0.02550499 0.250313  ]
m1319,Helicopter,14752,7478,[3],[0.025      0.68274298 0.025      0.975      0.02581896 0.17852441]
m1321,Helicopter,15494,7956,[3],[0.02976035 0.65591126 0.02600555 0.27797848 0.03444262 0.9738679 ]
m1322,Helicopter,19174,9627,[3],[0.04473235 0.83630922 0.04592003 0.96986395 0.02540594 0.28592317]
m1325,Helicopter,13599,7472,[3],[0.02517887 0.83754412 0.02754169 0.97482112 0.02762242 0.29575554]
m1326,Helicopter,13657,7501,[3],[0.02562597 0.97242344 0.02765823 0.29944864 0.02562597 0.839523  ]
m1328,Helicopter,11734,5863,[3],[0.02538556 0.97446961 0.025001   0.31838516 0.02543388 0.78815299]
m1329,Helicopter,10712,5431,[3],[0.07741582 0.73471312 0.02593747 0.55998268 0.04617187 0.96911895]
m1330,Helicopter,14384,7223,[3],[0.02571751 0.22195172 0.02593192 0.246687   0.12123362 0.94963841]
m1332,Helicopter,13723,6986,[3],[0.03875633 0.71556863 0.02756151 0.31535069 0.03875633 0.96476801]
m1333,Helicopter,16060,8084,[3],[0.14456499 0.69637657 0.02775271 0.24991866 0.14487569 0.93894523]
m1334,Helicopter,11183,5635,[3],[0.14436827 0.69617101 0.02775112 0.24938931 0.07015427 0.93892113]
m1336,Helicopter,17612,8848,[3],[0.05967985 0.70574027 0.02669017 0.28487054 0.03249025 0.94032015]
D00091,House,22761,11766,[3],[-1.12154159  0.52193805 -0.67438697  0.54342807 -0.34258038  0.55579267]
D00095,House,23268,11675,[3],[-0.65867815  1.05017285 -0.82298143  0.79113175 -0.21202175  0.47154076]
D00568,House,10070,5195,[3],[-0.47328362  0.90039225 -0.53720162  0.590353   -0.85854012  0.413864  ]
D00665,House,15004,8729,[3],[-0.77743812  0.82468075 -0.74049206  0.69707055 -0.61407523  0.55405256]
D00889,House,12792,6406,[3],[-0.74277184  0.93810931 -0.8838869   0.68940746 -0.33889795  0.51780937]
D00965,House,9230,5007,[3],[-0.91020287  0.7585595  -0.8910235   0.78641112 -0.38798938  0.331591  ]
m423,House,22257,11281,[3],[0.025      0.975      0.025      0.30142214 0.03989865 0.376884  ]
m430,House,21678,11333,[3],[0.025      0.95112465 0.02536728 0.43153278 0.025069   0.7102271 ]
m431,House,15389,8659,[3],[0.03763933 0.97456204 0.02516813 0.16455244 0.03017708 0.47806963]
m432,House,15369,7984,[3],[0.05590957 0.93532104 0.025107   0.32480576 0.05336099 0.90571479]
m433,House,19447,10222,[3],[0.09245579 0.90754421 0.02504516 0.21339243 0.07880165 0.854091  ]
m434,House,17626,9016,[3],[0.03814292 0.64519012 0.06896945 0.86954742 0.06616027 0.93383973]
m435,House,18315,9486,[3],[0.09974547 0.90025453 0.02540733 0.30009426 0.06237273 0.48075455]
m436,House,9960,5520,[3],[0.02510502 0.97173974 0.025      0.35100141 0.02786548 0.48165914]
m439,House,15438,7809,[3],[0.03710569 0.57586671 0.02545828 0.18285164 0.03628941 0.96489018]
m440,House,11192,5554,[3],[0.02504715 0.65149794 0.02649205 0.44319798 0.02612621 0.97476906]
m441,House,7774,6273,[3],[0.025    0.677893 0.025    0.437595 0.025    0.975   ]
m443,House,18224,9609,[3],[0.025      0.5699214  0.025      0.44577411 0.03350789 0.96643912]
m447,House,22796,11859,[3],[0.04858959 0.97375464 0.025894   0.47380397 0.04028555 0.45825728]
m448,House,17015,8806,[3],[0.04960784 0.70372351 0.025      0.89906643 0.05523288 0.8779145 ]
m449,House,15234,7933,[3],[0.054896   0.650671   0.025      0.43840748 0.02564871 0.97435129]
m451,House,15411,8038,[3],[0.02853422 0.975      0.02504096 0.23510604 0.02968284 0.53039474]
m452,House,14494,7243,[3],[0.031036   0.968448   0.025      0.743442   0.02772938 0.7418675 ]
m453,House,17012,8373,[3],[0.025      0.975      0.025      0.803847   0.026548   0.71289512]
m454,House,23024,12208,[3],[0.02883241 0.91682243 0.025      0.38659245 0.02804363 0.50147118]
m456,House,19991,11409,[3],[0.025      0.975      0.025557   0.48374963 0.0265462  0.92983853]
m457,House,18224,9609,[3],[0.025      0.5699214  0.025      0.44577411 0.03350789 0.96643912]
m460,House,21895,12216,[3],[0.0302385  0.95947237 0.025      0.67882662 0.02811888 0.75089063]
m461,House,17222,8635,[3],[0.05933505 0.93821652 0.02719096 0.80545739 0.03111453 0.70053447]
m462,House,21582,11125,[3],[0.03119279 0.67485581 0.025      0.56940478 0.02613134 0.97424883]
D00061,HumanHead,12663,7171,[3],[ 2.84032     4.055845    3.56506     5.17342125 10.794775   12.91075   ]
D00205,HumanHead,18568,9360,[3],[-4.12819613  1.0342529   1.37340082  8.09954762 -4.33305063  4.76922727]
D00434,HumanHead,23722,12045,[3],[-2.31407693  2.50552263 -2.76639238  4.07570437 -0.345865    5.56070363]
D00487,HumanHead,21544,10842,[3],[-0.38216212  0.389807   -1.3577675  -0.56892169 -0.00756488  0.97327819]
D00566,HumanHead,10608,5411,[3],"[ 11599.2442355   11786.60634928 -11225.69970087 -10979.67097637
   7202.89879662   7481.58630997]"
D00610,HumanHead,22899,11563,[3],[-0.489882    1.36868813 -0.9932785   0.987644   -0.3769465   2.16447625]
D00629,HumanHead,18365,9725,[3],[-2.23772325 -0.9304575  -3.12769075 -1.9212015   0.340731    1.800805  ]
D00653,HumanHead,16873,8516,[3],[-3.13877738 -1.52359862  3.7042495   5.591391   -1.58008925  1.43032544]
D00690,HumanHead,23886,12095,[3],[ 8.09482312 11.13303125  9.94198031 13.68705885  0.614557    4.8096824 ]
D00758,HumanHead,22502,11398,[3],"[2.52897280e+01 2.58701813e+01 8.13515430e-03 6.62174397e-01
 2.47489253e+00 3.25270824e+00]"
D00910,HumanHead,26170,13111,[3],"[-9.28101894e-01  9.28101894e-01 -3.02001798e-01  1.66929605e+00
  8.58264059e-04  2.30819331e+00]"
D00984,HumanHead,15832,7943,[3],[ 0.718368    5.70363813 -2.23657     1.9303675  -1.38916375  5.2637775 ]
m340,HumanHead,11129,5611,[3],[0.03723387 0.89266625 0.025      0.975      0.02804762 0.94687963]
m341,HumanHead,11076,5669,[3],[0.02744913 0.67525089 0.03828762 0.97390537 0.025612   0.81943575]
m342,HumanHead,23177,12103,[3],[0.04627638 0.69145636 0.02817375 0.97127247 0.03648931 0.82239108]
m343,HumanHead,11284,5818,[3],[0.02802769 0.68850144 0.036296   0.97370563 0.02773762 0.82904756]
m344,HumanHead,11728,6266,[3],[0.026641   0.56363012 0.02602275 0.7623395  0.03163225 0.97155238]
m345,HumanHead,13345,7127,[3],[0.028224   0.95278238 0.026317   0.9703905  0.0289035  0.90035837]
m346,HumanHead,10557,5354,[3],[0.03179113 0.59385143 0.02506031 0.96172647 0.02985364 0.75584949]
m347,HumanHead,13358,7167,[3],[0.03105703 0.56829466 0.025      0.97116325 0.03281481 0.75547862]
m350,HumanHead,12278,6220,[3],[0.03485544 0.96514463 0.02512925 0.9336785  0.03806707 0.94671875]
m351,HumanHead,16191,8295,[3],[0.02952299 0.73203214 0.02589656 0.96446219 0.04086052 0.84052018]
m352,HumanHead,11286,5854,[3],[0.04355465 0.72875591 0.03008798 0.95017539 0.05995274 0.93604692]
m354,HumanHead,20302,10156,[3],[0.04404322 0.52939604 0.06560928 0.96953052 0.03807136 0.70049585]
m356,HumanHead,15330,7667,[3],[0.02867953 0.7400661  0.0326844  0.96156576 0.04258186 0.91648033]
m357,HumanHead,20794,10399,[3],[0.03224249 0.75195952 0.03507058 0.9588754  0.03333696 0.92599332]
m358,HumanHead,25563,12917,[3],[0.03032711 0.63430355 0.03446843 0.94971958 0.0333047  0.80273123]
m359,HumanHead,12069,6128,[3],[0.05522108 0.81811243 0.04926509 0.93084979 0.05757602 0.96217018]
m360,HumanHead,24734,12369,[3],[0.03712923 0.73249672 0.02852036 0.95418271 0.04472854 0.88298774]
m361,HumanHead,10578,5414,[3],[0.05489087 0.64579413 0.15539119 0.95751562 0.05368981 0.72198228]
m362,HumanHead,22572,11292,[3],[0.04466355 0.70511962 0.03535215 0.95533645 0.04269366 0.72311439]
m363,HumanHead,11109,5689,[3],[0.02712136 0.70921525 0.03584975 0.97261312 0.02739556 0.89252263]
m364,HumanHead,23010,11746,[3],[0.03010883 0.66872902 0.0510747  0.9740532  0.03332574 0.9038373 ]
m366,HumanHead,22801,11438,[3],[0.03498738 0.45553538 0.27003975 0.975      0.0276545  0.46804506]
m367,HumanHead,24216,12321,[3],[0.02971212 0.6025066  0.0259545  0.9734173  0.0289468  0.62722285]
m368,HumanHead,20646,10499,[3],[0.0256815  0.710006   0.02612112 0.97357427 0.02587325 0.91298185]
m118,Humanoid,9985,5108,[3],[0.02809781 0.28021753 0.02524431 0.97265428 0.02595017 0.19269785]
m119,Humanoid,19252,9795,[3],[0.02886753 0.26967399 0.0250318  0.97267121 0.03058293 0.214686  ]
m120,Humanoid,9993,5152,[3],[0.02977125 0.26820506 0.02521994 0.97263098 0.02689094 0.21938994]
m121,Humanoid,9801,5034,[3],[0.0289725  0.31518797 0.02502409 0.97265908 0.02969703 0.19735409]
m122,Humanoid,18779,9557,[3],[0.03003524 0.27712522 0.0250318  0.97254684 0.03058293 0.27179843]
m123,Humanoid,20381,10343,[3],[0.02985264 0.26774675 0.02503151 0.9725688  0.02617544 0.28139926]
m124,Humanoid,9818,5097,[3],[0.02885168 0.29551025 0.02502406 0.97265964 0.02822789 0.22942616]
m125,Humanoid,25968,12984,[3],[0.02628637 0.35143344 0.02585019 0.28980627 0.02618663 0.97481935]
m126,Humanoid,10123,5244,[3],[0.0266332  0.25743261 0.025      0.97285754 0.03560314 0.17146739]
m128,Humanoid,19254,9803,[3],[0.0282089  0.28095635 0.02820873 0.97218699 0.02618542 0.23831409]
m129,Humanoid,20019,10294,[3],[0.02856952 0.26888313 0.03032598 0.97447563 0.02817692 0.19809578]
m130,Humanoid,11186,5687,[3],[0.02909965 0.28791457 0.0256342  0.97299044 0.0351277  0.1709284 ]
m131,Humanoid,9401,5418,[3],[0.02541375 0.32265112 0.0250345  0.19663112 0.02727469 0.9743455 ]
m132,Humanoid,12677,7071,[3],[0.02939619 0.194853   0.02598687 0.302604   0.02720846 0.97389837]
m133,Humanoid,14993,7801,[3],[0.032419   0.33195175 0.025061   0.9742915  0.02726113 0.2145545 ]
m134,Humanoid,17570,9101,[3],[0.02703399 0.23632743 0.02733187 0.97349887 0.02729118 0.17354491]
m135,Humanoid,10612,5487,[3],[0.02816544 0.2945885  0.02590156 0.97406492 0.027573   0.2638966 ]
m136,Humanoid,20656,10513,[3],[0.02949703 0.28669834 0.02567561 0.97402854 0.02840309 0.20119752]
m137,Humanoid,10716,5369,[3],[0.02538312 0.40995087 0.025      0.9724865  0.02580594 0.22167328]
m141,Humanoid,9350,5388,[3],[0.02510425 0.324599   0.02722424 0.974341   0.0252775  0.32432037]
m144,Humanoid,16101,8098,[3],[0.03092701 0.32720769 0.02870909 0.97238019 0.02629261 0.20325241]
m146,Humanoid,11255,6366,[3],[0.02507525 0.35685363 0.02723783 0.97297312 0.025413   0.39862675]
m147,Humanoid,23353,12318,[3],[0.02586638 0.354468   0.02508812 0.97485621 0.02704733 0.23347041]
m148,Humanoid,14767,7599,[3],[0.025      0.537379   0.02578038 0.9746515  0.0257295  0.2158455 ]
m150,Humanoid,9690,5572,[3],[0.025      0.23168858 0.02693804 0.9743045  0.025417   0.38333375]
m151,Humanoid,17386,8712,[3],[0.02650587 0.29677201 0.02594263 0.97387369 0.02594403 0.23768163]
m154,Humanoid,10687,5511,[3],[0.03659894 0.30536206 0.02593481 0.95948684 0.03498006 0.23087739]
