File name,Class,Number of faces,Number of vertices,Type of faces,Bounding box
m618,FloorLamp,13436,6724,[3],[-0.0561805  0.0561925 -0.0561873  0.056186  -0.635311   0.364689 ]
m619,FloorLamp,12240,6133,[3],[-0.0766597  0.0765989 -0.0766283  0.0766299 -0.652352   0.347648 ]
m621,FloorLamp,13004,6538,[3],[-0.0604412  0.0635358 -0.0645981  0.0622218 -0.432289   0.567711 ]
m622,FloorLamp,28200,14114,[3],[-0.0320091  0.0341088 -0.129093   0.0258803 -0.485444   0.514556 ]
m623,FloorLamp,15250,7640,[3],[-0.0898045  0.0897386 -0.0887954  0.0892004 -0.619026   0.380974 ]
m624,FloorLamp,11560,5788,[3],[-0.0678804  0.0686733 -0.182999   0.119584  -0.593571   0.406429 ]
D00225,Glasses,17186,8669,[3],[-0.143234  0.102735 -0.66598   0.24419  -0.500913  0.499087]
D00432,Glasses,13654,6998,[3],[-0.0950248  0.0925103 -0.510433   0.23003   -0.500335   0.499665 ]
D00475,Glasses,20808,10424,[3],[-0.135592  0.229991 -0.460207  0.445478 -0.202299  0.797701]
D00560,Glasses,21296,10696,[3],[-0.169966   0.0671441 -0.513181   0.356606  -0.5002     0.4998   ]
D00630,Glasses,15108,7618,[3],[-0.168448  0.21224  -0.818508  0.17562  -0.49951   0.50049 ]
D00656,Glasses,12093,6636,[3],[-0.103863  0.148246 -0.158987  0.766495 -0.516063  0.483937]
D00717,Glasses,11958,6003,[3],[-0.214111   0.196491  -0.0909464  0.850445  -0.481864   0.518136 ]
D00730,Glasses,12490,6251,[3],[-0.0715574  0.0860184 -0.286337   0.656839  -0.255971   0.744029 ]
D00813,Glasses,15578,7811,[3],[-0.150096  0.167867 -0.422997  0.420639 -0.72894   0.27106 ]
D00877,Glasses,13206,6810,[3],[-0.198422  0.137917 -0.437416  0.436103 -0.668986  0.331014]
D00883,Glasses,10508,5334,[3],[-0.0747365  0.102808  -0.795837   0.170534  -0.500425   0.499575 ]
D00937,Glasses,10228,5116,[3],[-0.103386  0.101478 -0.18684   0.711869 -0.499947  0.500053]
D00994,Glasses,10898,5498,[3],[-0.0927505  0.114083  -0.215948   0.55718   -0.428412   0.571588 ]
D00023,Guitar,12085,6192,[3],[-0.0415195  0.0611591 -0.203062   0.151729  -0.455957   0.544043 ]
D00097,Guitar,10478,5285,[3],[-0.057745   0.0404334 -0.144357   0.143264  -0.45701    0.54299  ]
D00124,Guitar,12092,6308,[3],[-0.0195537  0.0398469 -0.145713   0.166922  -0.466459   0.533541 ]
D00222,Guitar,15954,8049,[3],[-0.0483697  0.0610486 -0.171692   0.171836  -0.499654   0.500346 ]
D00374,Guitar,17826,9131,[3],[-0.0619908  0.0325429 -0.141653   0.141731  -0.586005   0.413995 ]
D00414,Guitar,12805,6912,[3],[-0.0714724  0.0720827 -0.154075   0.155387  -0.583669   0.416331 ]
D00416,Guitar,18445,9576,[3],[-0.0246877  0.0732478 -0.197324   0.193319  -0.43599    0.56401  ]
D00464,Guitar,12821,6693,[3],[-0.0977375  0.0538156 -0.211665   0.17552   -0.34704    0.65296  ]
D00534,Guitar,21699,10966,[3],[-0.0648378  0.0423856 -0.157538   0.163215  -0.444428   0.555572 ]
D00645,Guitar,13584,6875,[3],[-0.0481084  0.0448887 -0.210582   0.144548  -0.337638   0.662362 ]
D00103,Gun,17986,9020,[3],[-0.0611874  0.0615836 -0.226061   0.33611   -0.629509   0.370491 ]
D00140,Gun,17296,8765,[3],[-0.0631351  0.063319  -0.162725   0.203915  -0.408703   0.591297 ]
D00153,Gun,16750,8387,[3],[-0.0600985  0.0560996 -0.199554   0.237008  -0.469732   0.530268 ]
D00161,Gun,21410,10721,[3],[-0.0722466  0.0677341 -0.259534   0.285408  -0.547468   0.452532 ]
D00204,Gun,9142,5021,[3],[-0.0772765  0.0783164 -0.260287   0.367306  -0.455828   0.544172 ]
D00209,Gun,15678,7880,[3],[-0.107064  0.103011 -0.361798  0.200452 -0.409326  0.590674]
D00239,Gun,10620,5317,[3],[-0.0352278  0.0351357 -0.147023   0.135524  -0.453241   0.546759 ]
D00244,Gun,25148,12602,[3],[-0.0823628  0.0829031 -0.312817   0.227099  -0.417767   0.582233 ]
D00282,Gun,15603,7848,[3],[-0.0942339  0.0672941 -0.217545   0.178473  -0.640096   0.359904 ]
D00368,Gun,18750,9391,[3],[-0.0762518  0.0763982 -0.281844   0.244178  -0.504836   0.495164 ]
D00477,Gun,15262,7898,[3],[-0.0275476  0.0277491 -0.128002   0.0845481 -0.459104   0.540896 ]
D00606,Gun,16622,8319,[3],[-0.0869218  0.0853429 -0.370291   0.252425  -0.406948   0.593052 ]
D00802,Gun,17138,8587,[3],[-0.0524876  0.0493061 -0.211297   0.193263  -0.689809   0.310191 ]
D00929,Gun,11964,6020,[3],[-0.0463263  0.050858  -0.250765   0.315053  -0.409267   0.590733 ]
m648,Gun,15108,7578,[3],[-0.0591822  0.0437075 -0.179148   0.359316  -0.695475   0.304525 ]
m649,Gun,16525,8723,[3],[-0.0550946  0.0530964 -0.245908   0.363523  -0.567319   0.432681 ]
m650,Gun,8913,4920,[3],[-0.062794   0.0609582 -0.281618   0.250596  -0.398721   0.601279 ]
m651,Gun,21270,10793,[3],[-0.102118  0.106904 -0.341633  0.220197 -0.521046  0.478954]
m652,Gun,8727,5024,[3],[-0.0775691  0.0781905 -0.368064   0.259772  -0.54434    0.45566  ]
m653,Gun,17574,8799,[3],[-0.0678779  0.0692433 -0.219476   0.147471  -0.637478   0.362522 ]
m654,Gun,14852,7446,[3],[-0.0455685  0.0401675 -0.19838    0.316345  -0.64093    0.35907  ]
m655,Gun,18585,9310,[3],[-0.0561127  0.0597694 -0.246337   0.186368  -0.503276   0.496724 ]
m658,Gun,25720,12890,[3],[-0.0830144  0.0823996 -0.31372    0.226633  -0.418199   0.581801 ]
m659,Gun,15835,7996,[3],[-0.0691843  0.0672379 -0.121885   0.15168   -0.456504   0.543496 ]
m660,Gun,15739,8368,[3],[-0.0614906  0.0653485 -0.167219   0.190822  -0.460129   0.539871 ]
m661,Gun,22867,11528,[3],[-0.0528636  0.0573889 -0.276236   0.226264  -0.362334   0.637666 ]
m662,Gun,10468,5308,[3],[-0.055155   0.0601034 -0.334081   0.300498  -0.454203   0.545797 ]
m663,Gun,11314,5708,[3],[-0.0504435  0.0613594 -0.271558   0.249785  -0.572484   0.427516 ]
m664,Gun,19336,9684,[3],[-0.0761813  0.0763073 -0.244552   0.275107  -0.505252   0.494748 ]
m665,Gun,10556,5442,[3],[-0.0822848  0.079978  -0.438577   0.218796  -0.35228    0.64772  ]
m667,Gun,12623,6388,[3],[-0.042016   0.0426279 -0.16032    0.208067  -0.609723   0.390277 ]
m668,Gun,14232,7321,[3],[-0.0382187  0.0352053 -0.136411   0.120949  -0.628636   0.371364 ]
m669,Gun,13187,6814,[3],[-0.0554888  0.0222485 -0.0751921  0.0415765 -0.558056   0.441944 ]
m670,Gun,11568,5800,[3],[-0.0195071  0.0281621 -0.220062   0.137271  -0.509342   0.490658 ]
m671,Gun,11630,5859,[3],[-0.0261829  0.0258181 -0.119603   0.101361  -0.45633    0.54367  ]
m672,Gun,15410,7719,[3],[-0.0232612  0.0230018 -0.14513    0.0662661 -0.493994   0.506006 ]
m675,Gun,11208,5754,[3],[-0.0391269  0.0394087 -0.0715185  0.139975  -0.435614   0.564386 ]
m676,Gun,13494,6788,[3],[-0.0985259  0.0816485 -0.0898752  0.170341  -0.637375   0.362625 ]
m677,Gun,13409,6727,[3],[-0.0177113  0.0199836 -0.0529911  0.0423354 -0.666104   0.333896 ]
m678,Gun,17783,9080,[3],[-0.019365   0.0216373 -0.148916   0.0603656 -0.491288   0.508712 ]
m679,Gun,15306,7912,[3],[-0.0275501  0.0277434 -0.12767    0.0848221 -0.53945    0.46055  ]
m680,Gun,10163,5179,[3],[-0.0163576  0.0127752 -0.046145   0.0407615 -0.347127   0.652873 ]
m681,Gun,14579,7357,[3],[-0.0271885  0.0252554 -0.0921625  0.13183   -0.618141   0.381859 ]
m682,Gun,18501,9395,[3],[-0.02902    0.0307327 -0.149033   0.106828  -0.464109   0.535891 ]
m683,Gun,13757,6925,[3],[-0.021502   0.0483534 -0.0831006  0.0795222 -0.614323   0.385677 ]
m685,Gun,19006,9515,[3],[-0.0853497  0.0856684 -0.109216   0.204449  -0.504922   0.495078 ]
m686,Gun,15870,8383,[3],[-0.0222114  0.0598635 -0.105971   0.119764  -0.416721   0.583279 ]
D01022,Hand,18700,9352,[3],[-0.254156  0.196024 -0.197513  0.232354 -0.285972  0.714028]
D01024,Hand,13020,6522,[3],[-0.111397  0.147508 -0.366539  0.518295 -0.440686  0.559314]
D01041,Hand,10774,5584,[3],[-0.147456  0.205175 -0.23871   0.319025 -0.649049  0.350951]
D01060,Hand,10684,5539,[3],[-0.225398  0.143105 -0.317337  0.23179  -0.35396   0.64604 ]
D01074,Hand,13096,6553,[3],[-0.164551  0.164974 -0.265778  0.316733 -0.364538  0.635462]
D01106,Hand,10090,5074,[3],[-0.0640164  0.0514532 -0.0942291  0.0612498 -0.37469    0.62531  ]
D01118,Hand,11508,5756,[3],[-0.147937  0.135455 -0.233169  0.369483 -0.35807   0.64193 ]
D01162,Hand,34192,17098,[3],[-0.347365  0.362306 -0.435352  0.387107 -0.570788  0.429212]
D01170,Hand,11316,5660,[3],[-0.111053  0.116876 -0.205123  0.31872  -0.59022   0.40978 ]
D01193,Hand,12204,6104,[3],[-0.193299  0.120348 -0.4695    0.292053 -0.520126  0.479874]
D01198,Hand,10092,5048,[3],[-0.0726673  0.0811044 -0.0935503  0.144746  -0.364568   0.635432 ]
m325,Hand,10774,5584,[3],[-0.147456  0.205175 -0.319025  0.23871  -0.350951  0.649049]
m326,Hand,10684,5539,[3],[-0.143105  0.225398 -0.23179   0.317337 -0.64604   0.35396 ]
m327,Hand,12204,6104,[3],[-0.120348  0.193299 -0.292053  0.4695   -0.479874  0.520126]
m330,Hand,18700,9352,[3],[-0.254156  0.196024 -0.197513  0.232354 -0.714028  0.285972]
m331,Hand,13096,6553,[3],[-0.164551  0.164974 -0.265778  0.316733 -0.635462  0.364538]
m332,Hand,34192,17098,[3],[-0.362306  0.347365 -0.435352  0.387107 -0.570788  0.429212]
m333,Hand,27624,13814,[3],[-0.300691  0.251399 -0.302494  0.358883 -0.5556    0.4444  ]
m334,Hand,13020,6522,[3],[-0.111397  0.147508 -0.366539  0.518295 -0.440686  0.559314]
m336,Hand,11508,5756,[3],[-0.135455  0.147937 -0.369483  0.233169 -0.64193   0.35807 ]
m337,Hand,10092,5048,[3],[-0.0811044  0.0726671 -0.144747   0.0935503 -0.364568   0.635432 ]
m338,Hand,11316,5660,[3],[-0.111053  0.116876 -0.318719  0.205123 -0.59022   0.40978 ]
m339,Hand,10090,5074,[3],[-0.0514532  0.0640166 -0.0612497  0.094229  -0.37469    0.62531  ]
m1627,Hat,17576,8798,[3],[-0.235275  0.142057 -0.384537  0.382276 -0.499661  0.500339]
m1628,Hat,19386,10367,[3],[-0.199628  0.399613 -0.413084  0.391099 -0.500765  0.499235]
m1629,Hat,14675,7637,[3],[-0.171592  0.133811 -0.379853  0.362365 -0.496812  0.503188]
m1630,Hat,14786,7395,[3],[-0.208426  0.248206 -0.454523  0.458902 -0.507071  0.492929]
m1631,Hat,11545,6364,[3],[-0.328519  0.166226 -0.427339  0.445696 -0.49496   0.50504 ]
m1632,Hat,34090,17096,[3],[-0.486979  0.26184  -0.430741  0.430468 -0.523368  0.476632]
m1633,Hat,25570,12995,[3],[-0.224655  0.214372 -0.378631  0.388859 -0.509324  0.490676]
m1635,Hat,10164,5071,[3],[-0.204596  0.535453 -0.42739   0.407877 -0.695736  0.304264]
m1636,Hat,11426,5715,[3],[-0.277523  0.356842 -0.403693  0.405247 -0.745796  0.254204]
m1637,Hat,30466,15235,[3],[-0.375746  0.288039 -0.388637  0.388772 -0.552464  0.447536]
m1639,Hat,15308,7715,[3],[-0.569185  0.430815 -0.320896  0.3218   -0.506148  0.474582]
m1640,Hat,31364,15684,[3],[-0.364577  0.298969 -0.368401  0.368401 -0.502367  0.497633]
m1641,Hat,30408,15210,[3],[-0.285563  0.243524 -0.2674    0.553622 -0.505799  0.494201]
D00191,Helicopter,15311,8163,[3],[-0.389227  0.379344 -0.174331  0.190068 -0.398539  0.601461]
D00423,Helicopter,12242,6149,[3],[-0.179717  0.106617 -0.357209  0.360344 -0.338358  0.661642]
D00470,Helicopter,14129,7189,[3],[-0.113041  0.172891 -0.350473  0.376061 -0.448428  0.551572]
D00473,Helicopter,15005,8128,[3],[-0.282416  0.426248 -0.380423  0.208028 -0.376444  0.623556]
D00498,Helicopter,10272,5769,[3],[-0.102333  0.170742 -0.303021  0.285661 -0.390217  0.609783]
D00502,Helicopter,15530,8008,[3],[-0.336489  0.330264 -0.137101  0.130789 -0.400728  0.599272]
D00658,Helicopter,8823,5009,[3],[-0.457022  0.299756 -0.123267  0.181999 -0.506908  0.493092]
D00796,Helicopter,9592,4834,[3],[-0.161428  0.15408  -0.498956  0.501044 -0.544038  0.32916 ]
D00820,Helicopter,9008,5398,[3],[-0.149402  0.196245 -0.458756  0.459872 -0.713994  0.286006]
D00868,Helicopter,10405,5341,[3],[-0.0594934  0.112652  -0.385436   0.385907  -0.663445   0.336555 ]
D00986,Helicopter,16904,8634,[3],[-0.0591879  0.115557  -0.336344   0.336599  -0.569772   0.430228 ]
D00991,Helicopter,13093,6975,[3],[-0.305619  0.272242 -0.135115  0.187092 -0.632395  0.367605]
m1302,Helicopter,11610,6052,[3],[-0.101695  0.102345 -0.132605  0.200567 -0.551529  0.448471]
m1304,Helicopter,18650,9363,[3],[-0.134489  0.13241  -0.209366  0.278093 -0.623288  0.376712]
m1309,Helicopter,12960,6970,[3],[-0.251858  0.305799 -0.140117  0.207256 -0.631638  0.368362]
m1310,Helicopter,12098,6079,[3],[-0.106307  0.179079 -0.357146  0.359926 -0.660169  0.339831]
m1311,Helicopter,9664,4834,[3],[-0.102619   0.0946859 -0.423651   0.426723  -0.519151   0.480849 ]
m1312,Helicopter,9614,4845,[3],[-0.161467  0.154066 -0.501087  0.498913 -0.32931   0.543897]
m1313,Helicopter,9358,4843,[3],[-0.12544   0.112897 -0.500014  0.499986 -0.514714  0.320873]
m1314,Helicopter,9710,5066,[3],[-0.381499  0.411201 -0.23348   0.205559 -0.311931  0.688069]
m1315,Helicopter,19130,9685,[3],[-0.0806548  0.0975784 -0.500013   0.499987  -0.416731   0.354327 ]
m1316,Helicopter,16531,8563,[3],[-0.127662  0.124539 -0.294733  0.278654 -0.536778  0.463222]
m1317,Helicopter,17154,8761,[3],[-0.0590091  0.115763  -0.336613   0.336335  -0.570882   0.429118 ]
m1318,Helicopter,11200,5777,[3],[-0.0599361  0.110139  -0.381465   0.382355  -0.653736   0.346264 ]
m1319,Helicopter,14752,7478,[3],[-0.0845131  0.0772983 -0.499848   0.500152  -0.375233   0.323715 ]
m1321,Helicopter,15494,7956,[3],[-0.330424  0.336343 -0.137312  0.130477 -0.400938  0.599062]
m1322,Helicopter,19174,9627,[3],[-0.170475   0.0943101 -0.428103   0.429169  -0.488333   0.511667 ]
m1325,Helicopter,13599,7472,[3],[-0.11522   0.175346 -0.433147  0.429917 -0.448719  0.551281]
m1326,Helicopter,13657,7501,[3],[-0.118354  0.17948  -0.431549  0.435463 -0.557916  0.442084]
m1328,Helicopter,11734,5863,[3],[-0.135479   0.0813779 -0.394227   0.403082  -0.559287   0.440713 ]
m1329,Helicopter,10712,5431,[3],[-0.368992  0.38304  -0.321074  0.346942 -0.61377   0.38623 ]
m1330,Helicopter,14384,7223,[3],[-0.117207   0.117685  -0.19487    0.0936497 -0.392788   0.607212 ]
m1332,Helicopter,13723,6986,[3],[-0.112665  0.172764 -0.376854  0.349107 -0.450695  0.549305]
m1333,Helicopter,16060,8084,[3],[-0.121341  0.143967 -0.346511  0.347246 -0.407608  0.592392]
m1334,Helicopter,11183,5635,[3],[-0.132494  0.109947 -0.316998  0.318013 -0.495356  0.504644]
m1336,Helicopter,17612,8848,[3],[-0.155854  0.175775 -0.368677  0.339927 -0.496559  0.503441]
D00091,House,22761,11766,[3],[-0.196492  0.338602 -0.356941  0.335834 -0.529637  0.470363]
D00095,House,23268,11675,[3],[-0.289826  0.167744 -0.49538   0.378038 -0.50241   0.49759 ]
D00568,House,10070,5195,[3],[-0.292263  0.552333 -0.525537  0.366992 -0.51451   0.48549 ]
D00665,House,15004,8729,[3],[-0.442302  0.175148 -0.369492  0.517989 -0.534038  0.465962]
D00889,House,12792,6406,[3],[-0.342683  0.246451 -0.284847  0.625563 -0.50465   0.49535 ]
D00965,House,9230,5007,[3],[-0.258845  0.260887 -0.661397  0.338603 -0.50402   0.44646 ]
m423,House,22257,11281,[3],[-0.146999  0.152315 -0.179226  0.175102 -0.534817  0.465183]
m430,House,21678,11333,[3],[-0.270818  0.153097 -0.40832   0.420682 -0.513228  0.486772]
m431,House,15389,8658,[3],[-0.0559397  0.106667  -0.247561   0.236622  -0.494872   0.505128 ]
m432,House,15369,7984,[3],[-0.225909  0.187577 -0.488217  0.511783 -0.419992  0.477253]
m433,House,19447,10222,[3],[-0.0738115  0.150016  -0.52642    0.411369  -0.489884   0.510116 ]
m434,House,17626,9016,[3],[-0.320564  0.294957 -0.505554  0.464087 -0.45937   0.54063 ]
m435,House,18315,9486,[3],[-0.198101  0.244128 -0.261076  0.261324 -0.533292  0.466708]
m436,House,9960,5520,[3],[-0.167554  0.207325 -0.269213  0.232823 -0.437475  0.562525]
m439,House,15438,7809,[3],[-0.0548781  0.101159  -0.282378   0.297438  -0.490991   0.509009 ]
m440,House,11192,5554,[3],[-0.168499  0.218806 -0.283797  0.399209 -0.397611  0.602389]
m441,House,7774,6273,[3],[-0.258813  0.216974 -0.302462  0.409911 -0.568773  0.431227]
m443,House,18224,9609,[3],[-0.175218  0.292861 -0.319464  0.271972 -0.500755  0.499245]
m447,House,22796,11859,[3],[-0.271491  0.225133 -0.229157  0.286344 -0.352996  0.647004]
m448,House,17015,8806,[3],[-0.386965  0.303399 -0.399499  0.600501 -0.457482  0.492602]
m449,House,15234,7933,[3],[-0.174794  0.277525 -0.328906  0.310196 -0.5166    0.4834  ]
m451,House,15411,8038,[3],[-0.112435  0.140307 -0.267504  0.272646 -0.508501  0.491499]
m452,House,14494,7243,[3],[-0.343097  0.441288 -0.403059  0.420798 -0.496599  0.503401]
m453,House,17012,8373,[3],[-0.568006  0.223866 -0.369616  0.414839 -0.463265  0.536735]
m454,House,8800,4858,[3],[-0.262812  0.198444 -0.322685  0.226779 -0.620477  0.379523]
m456,House,19991,11409,[3],[-0.354827  0.140083 -0.396944  0.297023 -0.548351  0.451649]
m457,House,18224,9609,[3],[-0.175218  0.292861 -0.319464  0.271972 -0.500755  0.499245]
m460,House,7605,4876,[3],[-0.424025  0.289668 -0.501635  0.334441 -0.490085  0.509915]
m461,House,17222,8635,[3],[-0.352895  0.392069 -0.64133   0.312537 -0.449484  0.550516]
m462,House,21582,11125,[3],[-0.246783  0.330331 -0.346909  0.329649 -0.518162  0.481838]
D00061,HumanHead,12663,7171,[3],[-0.286442  0.291124 -0.396699  0.603301 -0.400949  0.514847]
D00131,HumanHead,10222,5161,[3],[-0.32474   0.325886 -0.408236  0.484114 -0.481032  0.518968]
D00205,HumanHead,18568,9360,[3],[-0.566319  0.431936 -0.320681  0.318703 -0.569204  0.430796]
D00434,HumanHead,23722,12045,[3],[-0.353576  0.312084 -0.444785  0.428484 -0.503955  0.496045]
D00487,HumanHead,21544,10842,[3],[-0.440634  0.446637 -0.370022  0.371291 -0.584051  0.415949]
D00566,HumanHead,10608,5411,[3],[-0.341012  0.312476 -0.525976  0.474024 -0.535629  0.308165]
D00591,HumanHead,10112,5170,[3],[-0.263121  0.264744 -0.626461  0.373539 -0.323343  0.658895]
D00610,HumanHead,22899,11563,[3],[-0.331088  0.334524 -0.380978  0.619022 -0.3687    0.60263 ]
D00629,HumanHead,18365,9725,[3],[-0.527107  0.472893 -0.618509  0.286965 -0.400553  0.404328]
D00653,HumanHead,16873,8516,[3],[-0.231326  0.438397 -0.264599  0.274787 -0.568141  0.431859]
D00690,HumanHead,23886,12095,[3],[-0.371976  0.371943 -0.57776   0.389263 -0.523571  0.476429]
D00758,HumanHead,22502,11398,[3],[-0.380705  0.33733  -0.403582  0.596418 -0.366161  0.578206]
D00910,HumanHead,26170,13111,[3],[-0.479002  0.360652 -0.349356  0.403436 -0.570873  0.429127]
D00984,HumanHead,15832,7943,[3],[-0.317892  0.321569 -0.316742  0.541151 -0.504478  0.495522]
m340,HumanHead,11129,5611,[3],[-0.407554  0.410501 -0.432168  0.467171 -0.527353  0.472647]
m341,HumanHead,11076,5669,[3],[-0.453347  0.320366 -0.415207  0.31333  -0.593497  0.406503]
m342,HumanHead,9082,4935,[3],[-0.489494  0.502835 -0.617522  0.382478 -0.345343  0.357831]
m343,HumanHead,11284,5818,[3],[-0.346146  0.304522 -0.452953  0.348774 -0.390214  0.609786]
m344,HumanHead,11728,6266,[3],[-0.431059  0.33589  -0.285784  0.28951  -0.412694  0.587306]
m345,HumanHead,13345,7127,[3],[-0.47416   0.427597 -0.709193  0.290807 -0.54221   0.385995]
m346,HumanHead,10557,5354,[3],[-0.285733  0.285633 -0.396888  0.603112 -0.488576  0.325532]
m347,HumanHead,13358,7167,[3],[-0.332234  0.324865 -0.351667  0.633093 -0.455316  0.544684]
m350,HumanHead,12278,6220,[3],[-0.588675  0.222754 -0.576834  0.423166 -0.449306  0.449525]
m351,HumanHead,16191,8295,[3],[-0.405166  0.396178 -0.465754  0.534246 -0.653683  0.306489]
m352,HumanHead,11286,5854,[3],[-0.549978  0.396408 -0.375089  0.360328 -0.6778    0.3222  ]
m354,HumanHead,20302,10156,[3],[-0.262266  0.26256  -0.278152  0.420985 -0.509538  0.490462]
m356,HumanHead,15330,7667,[3],[-0.444444  0.451778 -0.354426  0.36218  -0.355651  0.644349]
m357,HumanHead,20794,10399,[3],[-0.368035  0.365744 -0.412675  0.449998 -0.521229  0.478771]
m358,HumanHead,25563,12917,[3],[-0.327909  0.326179 -0.470404  0.442103 -0.546931  0.453069]
m359,HumanHead,12069,6128,[3],[-0.560461  0.257661 -0.352019  0.34568  -0.633292  0.366708]
m360,HumanHead,24734,12369,[3],[-0.340535  0.342954 -0.424189  0.439189 -0.536794  0.463206]
m361,HumanHead,10578,5414,[3],[-0.580169  0.268901 -0.339244  0.322199 -0.401288  0.598712]
m362,HumanHead,22572,11292,[3],[-0.35584   0.363434 -0.37525   0.369782 -0.560913  0.439087]
m363,HumanHead,11109,5689,[3],[-0.355678  0.295249 -0.332716  0.459213 -0.598681  0.401319]
m364,HumanHead,23010,11746,[3],[-0.287815  0.288618 -0.363314  0.331468 -0.35888   0.64112 ]
m366,HumanHead,22801,11438,[3],[-0.308089  0.285245 -0.349761  0.27343  -0.508287  0.491713]
m367,HumanHead,24216,12321,[3],[-0.32548   0.243486 -0.294249  0.298613 -0.477183  0.522817]
m368,HumanHead,20646,10499,[3],[-0.468686  0.324905 -0.349262  0.34067  -0.562383  0.437617]
m118,Humanoid,9985,5108,[3],[-0.0707645  0.0870665 -0.142201   0.132258  -0.445452   0.554548 ]
m119,Humanoid,19252,9795,[3],[-0.125693   0.0676058 -0.128746   0.124872  -0.436763   0.563237 ]
m120,Humanoid,9993,5152,[3],[-0.0983217  0.106837  -0.129803   0.122625  -0.563721   0.436279 ]
m121,Humanoid,9801,5034,[3],[-0.0690457  0.0673313 -0.138805   0.175275  -0.438644   0.561356 ]
m122,Humanoid,18779,9557,[3],[-0.0736774  0.170045  -0.132202   0.131503  -0.55516    0.44484  ]
m123,Humanoid,9723,4985,[3],[-0.0867797  0.110143  -0.136437   0.169127  -0.563476   0.436524 ]
m124,Humanoid,9818,5097,[3],[-0.0821115  0.115712  -0.136977   0.139219  -0.553195   0.446805 ]
m125,Humanoid,9778,4889,[3],[-0.157469   0.0945438 -0.146475   0.179573  -0.467344   0.532656 ]
m126,Humanoid,10123,5244,[3],[-0.0685868  0.081948  -0.121359   0.122234  -0.390891   0.609109 ]
m128,Humanoid,9360,4823,[3],[-0.0840384  0.0823784 -0.134454   0.14969   -0.569268   0.430732 ]
m129,Humanoid,20019,10294,[3],[-0.0645891  0.114847  -0.127281   0.126946  -0.613746   0.386254 ]
m130,Humanoid,11186,5687,[3],[-0.0797165  0.0624047 -0.136483   0.136627  -0.434362   0.565638 ]
m131,Humanoid,9401,5418,[3],[-0.0686403  0.0935634 -0.155208   0.157902  -0.52055    0.47945  ]
m132,Humanoid,12677,7071,[3],[-0.0789669  0.0997623 -0.160134   0.132313  -0.517344   0.482656 ]
m133,Humanoid,14993,7801,[3],[-0.103301   0.0937881 -0.155767   0.15943   -0.404723   0.595277 ]
m134,Humanoid,17570,9101,[3],[-0.100022   0.0575207 -0.116378   0.104998  -0.694915   0.305085 ]
m135,Humanoid,10612,5487,[3],[-0.0904437  0.135957  -0.15622    0.147     -0.553677   0.446323 ]
m136,Humanoid,9568,4943,[3],[-0.0935676  0.0728045 -0.132313   0.137709  -0.569927   0.430073 ]
m137,Humanoid,10716,5369,[3],[-0.0786876  0.129669  -0.203499   0.202395  -0.556716   0.443284 ]
m141,Humanoid,9350,5388,[3],[-0.125485  0.163162 -0.151207  0.154159 -0.480201  0.519799]
m144,Humanoid,16101,8098,[3],[-0.101379   0.0843955 -0.158164   0.15684   -0.472063   0.527937 ]
m146,Humanoid,11255,6366,[3],[-0.146064  0.184695 -0.192851  0.193644 -0.486538  0.513462]
m147,Humanoid,23353,12318,[3],[-0.0904614  0.121576  -0.166367   0.177872  -0.518558   0.481442 ]
m148,Humanoid,14767,7599,[3],[-0.126065  0.110871 -0.273864  0.270431 -0.453054  0.546946]
m150,Humanoid,9690,5572,[3],[-0.0843768  0.125611  -0.188782   0.187852  -0.453065   0.546935 ]
m151,Humanoid,17386,8712,[3],[-0.129652   0.0936146 -0.142453   0.14262   -0.599547   0.400453 ]
m154,Humanoid,10687,5511,[3],[-0.109642   0.0759775 -0.14483    0.142774  -0.495371   0.504629 ]
m155,Humanoid,20388,10196,[3],[-0.0962421  0.0924101 -0.254563   0.25359   -0.47259    0.52741  ]
m157,Humanoid,18620,9342,[3],[-0.14355    0.0907276 -0.179126   0.211352  -0.553779   0.446221 ]
m158,Humanoid,26924,13558,[3],[-0.0986549  0.0963678 -0.174905   0.17585   -0.612444   0.387556 ]
m159,Humanoid,11096,5669,[3],[-0.0851707  0.081973  -0.150772   0.151038  -0.450171   0.549829 ]
m160,Humanoid,17689,8960,[3],[-0.233812  0.1164   -0.223456  0.172334 -0.439152  0.560848]
m161,Humanoid,10634,5515,[3],[-0.0873643  0.0893374 -0.166977   0.167505  -0.573053   0.426947 ]
m162,Humanoid,23152,11695,[3],[-0.0906054  0.130323  -0.178783   0.178588  -0.529573   0.470427 ]
m163,Humanoid,10310,5262,[3],[-0.0754679  0.0834374 -0.130065   0.131473  -0.572846   0.427154 ]
m164,Humanoid,17736,8898,[3],[-0.100757   0.0761837 -0.154208   0.154269  -0.480117   0.519883 ]
m165,Humanoid,9738,5165,[3],[-0.0950953  0.0779062 -0.167154   0.153288  -0.426389   0.573611 ]
m166,Humanoid,9587,4995,[3],[-0.0971658  0.115663  -0.171842   0.149966  -0.572927   0.427073 ]
m167,Humanoid,11878,5955,[3],[-0.172857  0.198694 -0.249572  0.252624 -0.51501   0.48499 ]
m168,Humanoid,15236,7620,[3],[-0.0767658  0.102692  -0.187772   0.203725  -0.538543   0.461457 ]
m169,Humanoid,15278,7728,[3],[-0.0690682  0.0974929 -0.152332   0.151791  -0.408977   0.591023 ]
